,Age,MP,Starts,Min,90s,Player,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasProg,PasAtt,PasCmp,Assists,PasAss,PPA,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,Fls,Fld,Off,AerWon,AerLost,AerWon%
1430,21,9,3,306,3.4,Keane Lewis-Potter,0,2.06,0.59,28.6,0.0,0.0,14.1,0.0,0.0,0.0,11.8,20.6,57.1,1.18,20.6,11.8,0.29,1.47,0.59,2.35,0.59,0.0,0.59,1.18,0.0,0.0,0.59,0.0,0.0,0.0,0.59,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,1.47,0.29,1.18,0.0,0.29,0.59,0.0,35.6,24.4,175.6,86.5,2.35,1.76,0.88,3.24,2.35,23.2,10.3,0.0,0.0,0.29,1.18,0.29,0.59,1.18,33.3
1431,34,17,12,967,10.7,Dimitri Liénard,0,1.03,0.19,18.2,0.0,0.0,21.3,0.0,0.0,0.0,43.6,58.1,75.1,4.02,58.1,43.6,0.0,1.31,1.59,2.71,1.78,0.75,0.0,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,2.15,1.31,1.59,2.71,58.6,1.12,1.5,0.37,1.12,1.03,3.18,1.87,0.0,68.7,42.9,216.1,97.7,1.4,2.15,0.19,1.5,0.37,39.3,6.73,0.28,0.0,1.12,0.65,0.28,1.12,0.84,57.1
1432,26,20,19,1741,19.3,Philipp Lienhart,1,0.52,0.1,20.0,0.1,0.5,15.4,0.0,0.0,0.0,52.7,61.3,86.1,3.16,61.3,52.7,0.0,0.1,0.1,0.73,0.57,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.14,0.67,0.41,0.78,53.3,0.36,1.09,0.52,0.57,1.14,2.28,3.47,0.0,70.0,43.9,283.3,142.1,0.52,0.47,0.1,0.67,0.05,46.8,0.05,0.05,0.0,0.47,0.93,0.05,2.18,1.19,64.6
1433,23,17,14,1217,13.5,Matthijs de Ligt,1,0.67,0.44,66.7,0.11,0.17,15.5,0.0,0.0,0.0,73.0,79.6,91.8,5.04,79.6,73.0,0.0,0.22,0.3,0.89,0.81,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.59,0.37,0.52,71.4,0.15,1.26,0.89,0.37,0.96,1.93,4.0,0.0,89.2,62.9,299.0,160.5,0.74,0.44,0.0,0.67,0.07,65.1,0.44,0.22,0.0,1.04,0.67,0.15,3.19,2.3,58.1
1434,28,8,4,452,5.0,Victor Lindelöf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.4,63.2,92.4,3.0,63.2,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.4,0.6,66.7,0.2,1.0,0.4,0.6,1.0,2.0,4.0,0.0,71.6,45.0,213.0,109.2,0.2,0.0,0.0,0.0,0.0,50.6,0.0,0.0,0.0,0.4,0.0,0.0,2.4,1.0,70.6
1435,22,18,16,1207,13.4,Jesper Lindstrøm,7,2.54,1.12,44.1,0.21,0.47,17.9,0.3,0.0,0.0,16.8,26.9,62.5,1.79,26.9,16.8,0.15,1.19,0.9,3.28,1.42,0.45,0.45,0.6,0.3,0.07,0.67,0.15,0.0,0.3,0.15,0.07,0.0,1.27,0.6,0.22,0.75,30.0,0.52,1.04,0.07,0.97,0.52,1.79,0.6,0.0,41.0,23.0,160.1,77.2,3.36,2.31,2.31,3.21,2.01,26.4,7.16,0.15,0.0,0.82,1.12,0.15,0.45,1.27,26.1
1436,28,21,14,1240,13.8,Karol Linetty,1,0.8,0.29,36.4,0.09,0.25,19.6,0.0,0.0,0.0,37.2,43.7,85.2,3.48,43.7,37.2,0.0,1.01,0.29,1.96,1.45,0.22,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.09,0.72,1.3,55.6,0.58,1.16,0.36,0.8,1.01,2.97,1.3,0.0,54.2,27.1,125.7,59.9,1.01,1.16,0.22,1.45,0.65,34.3,1.88,0.43,0.0,2.17,0.72,0.22,1.01,1.09,48.3
1437,30,14,11,861,9.6,Jesse Lingard,0,1.04,0.21,20.0,0.0,0.0,19.3,0.0,0.0,0.0,22.0,27.7,79.3,3.33,27.7,22.0,0.0,1.04,0.73,2.5,1.88,0.1,0.1,0.31,0.1,0.0,0.21,0.1,0.0,0.0,0.1,0.0,0.0,0.31,0.31,0.0,0.31,0.0,0.31,1.04,0.0,1.04,0.42,0.73,0.42,0.0,34.6,19.9,95.4,48.6,1.04,1.04,0.0,1.46,0.94,24.5,3.23,0.1,0.0,0.83,0.83,0.21,0.1,0.21,33.3
1438,25,8,7,548,6.1,Pol Lirola,1,0.16,0.16,100.0,1.0,1.0,10.5,0.0,0.0,0.0,33.8,46.9,72.0,3.11,46.9,33.8,0.0,0.98,0.49,2.95,2.79,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.98,1.15,1.64,70.0,0.49,0.16,0.0,0.16,0.98,2.95,1.97,0.0,56.4,31.6,187.5,109.5,3.11,2.79,0.16,1.31,0.82,30.5,4.75,0.16,0.0,0.49,0.49,0.0,1.31,0.98,57.1
1439,25,7,7,630,7.0,Mateusz Lis,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,37.6,68.8,0.0,37.6,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.43,0.0,41.0,25.4,137.7,89.4,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.14,0.0,0.14,0.29,0.0,0.14,0.0,100.0
1440,25,5,0,77,0.9,Marcin Listkowski,0,1.11,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,17.8,26.7,66.7,1.11,26.7,17.8,0.0,0.0,0.0,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,2.22,0.0,37.8,18.9,174.4,90.0,6.67,1.11,0.0,1.11,1.11,22.2,4.44,0.0,0.0,2.22,1.11,0.0,1.11,0.0,100.0
1441,25,13,9,768,8.5,Dejan Ljubicic,3,2.12,0.71,33.3,0.17,0.5,21.2,0.0,0.0,0.0,23.1,31.5,73.1,3.29,31.5,23.1,0.0,1.41,0.94,3.53,3.06,0.0,0.12,0.24,0.12,0.0,0.47,0.47,0.0,0.0,0.0,0.0,0.0,1.65,1.06,0.94,2.24,42.1,1.29,1.06,0.0,1.06,0.71,2.35,0.12,0.0,41.8,23.5,117.9,47.5,1.29,0.59,0.59,2.12,0.82,27.9,4.24,0.12,0.0,1.18,0.59,0.24,0.24,0.94,20.0
1442,20,1,0,17,0.2,Javier Llabrés,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0
1443,29,8,7,649,7.2,Diego Llorente,0,0.83,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,49.4,59.6,83.0,3.75,59.6,49.4,0.0,0.0,0.0,0.83,0.69,0.0,0.0,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.81,1.39,0.56,1.11,50.0,0.56,0.83,0.28,0.56,2.08,3.89,3.33,0.28,70.3,42.1,217.5,100.1,0.28,0.14,0.0,0.83,0.14,43.3,0.14,0.14,0.0,0.83,0.28,0.0,2.5,0.97,72.0
1444,29,1,0,1,0.0,Diego Llorente,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,28,13,12,1016,11.3,Marcos Llorente,1,1.06,0.18,16.7,0.08,0.5,16.9,0.0,0.0,0.0,33.3,42.0,79.2,4.51,42.0,33.3,0.0,1.42,1.59,3.19,2.83,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.86,0.97,1.24,1.77,70.0,0.53,1.24,0.0,1.24,1.06,2.92,0.97,0.0,52.0,29.3,174.2,99.2,3.27,2.39,0.88,1.42,0.62,33.5,7.79,0.09,0.0,1.42,0.8,0.09,0.71,1.06,40.0
1446,36,21,21,1890,21.0,Hugo Lloris,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,29.8,78.9,0.0,29.8,23.5,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.1,50.0,0.05,0.0,0.0,0.0,0.05,0.1,0.52,0.19,32.5,17.8,100.4,61.7,0.0,0.0,0.0,0.1,0.0,14.4,0.0,0.0,0.0,0.0,0.1,0.0,0.29,0.14,66.7
1447,26,8,8,521,5.8,Giovani Lo Celso,1,2.24,0.52,23.1,0.08,0.33,20.6,0.0,0.0,0.0,38.3,46.0,83.1,6.9,46.0,38.3,0.0,0.69,1.55,2.59,1.9,0.0,0.0,0.52,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,2.93,1.38,2.07,66.7,0.69,1.03,0.0,1.03,0.86,4.48,0.52,0.0,60.9,34.8,203.1,86.9,1.9,1.72,0.52,2.41,2.24,44.8,5.69,0.17,0.0,1.21,2.41,0.52,0.17,0.34,33.3
1448,28,21,19,1745,19.4,Stanislav Lobotka,1,0.26,0.1,40.0,0.2,0.5,21.9,0.0,0.0,0.0,63.1,67.0,94.2,4.9,67.0,63.1,0.05,0.46,0.31,2.22,2.06,0.0,0.0,0.05,0.1,0.0,0.26,0.21,0.0,0.0,0.05,0.0,0.0,2.53,1.24,1.19,1.8,65.7,0.62,0.88,0.26,0.62,0.41,2.94,0.52,0.0,73.6,47.9,233.3,91.1,1.24,1.8,0.21,0.72,0.41,57.4,0.93,0.05,0.0,0.72,1.91,0.0,0.41,0.57,42.1
1449,25,18,17,1400,15.6,Manuel Locatelli,0,1.03,0.45,43.8,0.0,0.0,24.4,0.0,0.0,0.0,41.9,51.5,81.3,5.0,51.5,41.9,0.0,0.64,0.51,2.05,1.6,0.19,0.06,0.13,0.06,0.0,0.32,0.19,0.0,0.06,0.0,0.06,0.0,2.18,1.22,1.03,1.54,66.7,0.51,1.67,0.64,1.03,1.15,3.33,1.73,0.0,62.5,29.7,117.2,53.8,1.15,0.64,0.19,1.22,0.83,41.6,1.15,0.26,0.0,1.6,1.28,0.0,1.54,0.9,63.2
1450,24,14,14,1136,12.6,Luka Lochoshvili,0,0.32,0.08,25.0,0.0,0.0,20.9,0.0,0.0,0.0,31.3,39.9,78.3,4.13,39.9,31.3,0.08,0.32,0.24,0.95,0.63,0.0,0.08,0.16,0.0,0.08,0.16,0.08,0.0,0.0,0.08,0.0,0.0,2.46,0.79,1.35,1.75,77.3,0.4,1.75,0.32,1.43,1.11,3.57,3.49,0.0,51.2,27.1,153.8,95.2,0.95,1.03,0.0,0.63,0.32,29.2,0.24,0.24,0.0,1.83,0.4,0.08,1.59,0.87,64.5
1451,20,15,13,1059,11.8,Banzouzi Locko,0,0.42,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,30.7,39.8,77.0,4.66,39.8,30.7,0.0,0.68,0.59,1.78,1.53,0.0,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1.36,1.36,2.29,59.3,0.93,1.44,0.34,1.1,1.69,4.41,1.78,0.0,53.4,31.7,234.8,130.3,2.63,1.27,0.25,2.29,1.27,25.8,3.31,0.25,0.08,0.85,0.76,0.08,1.02,0.68,60.0
1452,24,14,13,1099,12.2,Renan Lodi,0,0.74,0.0,0.0,0.0,0.0,20.3,0.16,0.0,0.0,30.2,42.9,70.4,1.64,42.9,30.2,0.0,0.49,0.82,1.56,1.15,0.25,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,2.05,1.31,1.31,2.13,61.5,0.82,1.07,0.25,0.82,1.48,3.52,3.03,0.0,53.4,27.5,148.4,74.3,1.31,0.74,0.08,0.66,0.74,27.0,3.28,0.16,0.0,1.23,1.8,0.08,0.9,1.07,45.8
1453,27,15,13,1032,11.5,Ruben Loftus-Cheek,0,0.78,0.17,22.2,0.0,0.0,18.6,0.0,0.0,0.0,45.5,53.4,85.2,5.83,53.4,45.5,0.0,0.61,0.87,1.91,1.48,0.0,0.26,0.09,0.09,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.57,0.78,0.61,1.39,43.8,0.78,0.78,0.17,0.61,0.7,2.26,1.48,0.0,63.4,36.0,209.3,116.0,3.04,1.65,0.61,1.65,1.22,46.3,4.09,0.09,0.0,0.52,2.35,0.09,1.65,1.74,48.7
1454,25,22,18,1685,18.7,Sean Longstaff,1,1.07,0.32,30.0,0.05,0.17,16.1,0.0,0.0,0.0,33.4,42.5,78.7,4.39,42.5,33.4,0.16,0.96,0.8,2.35,1.76,0.05,0.0,0.32,0.21,0.0,0.21,0.16,0.0,0.0,0.05,0.0,0.0,1.44,0.86,0.7,1.98,35.1,1.28,1.5,0.37,1.12,0.64,2.09,0.96,0.0,52.0,25.9,105.9,42.8,0.59,0.43,0.16,1.23,1.07,33.3,4.01,0.11,0.0,1.02,1.34,0.11,0.91,1.07,45.9
1455,25,21,16,1299,14.4,Ademola Lookman,12,2.64,1.04,39.5,0.24,0.6,16.0,0.07,0.21,0.21,25.4,33.4,76.1,4.17,33.4,25.4,0.28,2.08,1.74,4.65,3.19,0.42,0.35,0.35,0.35,0.0,0.69,0.42,0.0,0.07,0.14,0.07,0.0,0.56,0.21,0.14,0.56,25.0,0.42,0.9,0.0,0.9,0.21,0.76,0.0,0.0,44.5,29.2,175.6,93.3,3.82,1.32,1.74,2.43,2.71,34.4,9.58,0.14,0.0,0.9,1.88,0.63,0.21,0.63,25.0
1456,32,19,19,1646,18.3,Anthony Lopes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,29.3,78.7,0.0,29.3,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,100.0,0.0,0.0,0.0,0.0,0.05,0.11,0.38,0.0,31.3,21.3,113.4,76.2,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.0,100.0
1457,27,18,16,1239,13.8,Rony Lopes,4,2.68,0.87,32.4,0.11,0.33,18.3,0.14,0.0,0.0,23.0,33.3,69.3,3.48,33.3,23.0,0.36,2.32,0.8,4.35,2.03,1.3,0.36,0.58,0.07,0.0,0.51,0.22,0.14,0.0,0.14,0.0,0.0,0.58,0.29,0.22,1.09,20.0,0.87,0.51,0.07,0.43,0.22,0.8,0.22,0.0,42.8,31.6,203.5,91.2,2.32,2.03,0.36,1.74,1.45,29.3,4.06,0.14,0.0,0.72,1.3,0.07,0.58,0.65,47.1
1458,33,11,11,932,10.4,David López,2,0.77,0.48,62.5,0.25,0.4,15.0,0.0,0.0,0.0,54.4,60.3,90.3,3.27,60.3,54.4,0.1,0.48,0.1,0.67,0.58,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.44,0.96,0.77,0.87,88.9,0.1,1.35,0.87,0.48,0.48,1.92,3.75,0.1,69.2,42.5,219.1,136.1,1.54,0.38,0.0,0.38,0.0,48.8,0.0,0.29,0.0,0.87,0.87,0.29,1.92,1.44,57.1
1459,41,1,1,90,1.0,Diego López,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,0.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,14.0,92.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,25,14,12,1120,12.4,Maxime Lopez,0,0.48,0.16,33.3,0.0,0.0,25.1,0.0,0.0,0.0,53.6,61.5,87.3,8.39,61.5,53.6,0.0,1.37,0.48,2.66,2.5,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,1.94,0.73,0.65,2.58,25.0,1.94,0.89,0.08,0.81,0.89,2.82,0.89,0.0,69.8,43.8,237.7,121.0,2.18,2.1,0.08,0.73,0.65,52.3,1.69,0.48,0.0,0.89,0.65,0.0,0.24,0.16,60.0
1461,28,19,19,1710,19.0,Pau López,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,34.6,80.5,0.05,34.6,27.8,0.05,0.05,0.0,0.11,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.21,0.05,36.7,26.9,128.9,72.7,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.16,0.0,0.05,0.21,0.0,0.16,0.05,75.0
1462,27,19,9,794,8.8,Unai López,1,1.82,0.8,43.8,0.06,0.14,26.2,0.23,0.0,0.0,52.7,65.8,80.1,6.59,65.8,52.7,0.23,1.48,0.68,3.07,2.39,0.45,0.0,0.0,0.23,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,2.16,1.36,1.02,2.39,42.9,1.36,0.8,0.11,0.68,1.36,3.52,0.45,0.11,76.9,47.4,192.4,70.2,1.14,0.91,0.23,2.16,1.93,53.2,3.18,0.11,0.0,1.48,1.36,0.0,0.34,0.91,27.3
1463,21,17,9,725,8.1,Dion Lopy,0,0.74,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,35.1,42.0,83.5,5.93,42.0,35.1,0.0,0.86,0.12,2.59,1.73,0.25,0.0,0.25,0.37,0.0,0.37,0.12,0.0,0.0,0.0,0.25,0.0,2.47,1.23,0.99,3.33,29.6,2.35,2.35,0.25,2.1,1.73,4.2,1.73,0.0,55.1,39.1,254.7,119.4,1.36,1.36,0.12,2.1,1.48,33.1,1.98,0.49,0.25,1.98,1.48,0.0,1.11,0.49,69.2
1464,36,20,20,1771,19.7,Anthony Losilla,0,0.66,0.2,30.8,0.0,0.0,17.6,0.0,0.0,0.0,23.5,34.1,68.9,3.3,34.1,23.5,0.1,0.41,0.2,1.42,1.07,0.0,0.0,0.1,0.1,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.49,1.68,1.27,2.13,59.5,0.86,1.02,0.3,0.71,1.22,3.71,1.88,0.0,44.0,14.4,61.8,23.3,0.51,0.51,0.05,0.76,0.41,20.0,1.47,0.15,0.0,1.47,0.51,0.15,2.84,2.94,49.1
1465,24,22,18,1638,18.2,Jordan Lotomba,0,0.38,0.16,42.9,0.0,0.0,20.6,0.0,0.0,0.0,41.7,50.4,82.8,3.74,50.4,41.7,0.05,0.6,0.88,1.7,1.32,0.11,0.05,0.05,0.11,0.05,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.2,1.32,1.26,1.59,79.3,0.33,1.65,0.44,1.21,1.21,3.41,1.92,0.0,61.6,39.9,276.3,153.1,3.02,2.03,0.27,1.32,0.88,37.4,3.19,0.16,0.0,0.77,0.99,0.0,0.88,0.71,55.2
1466,22,7,4,377,4.2,Matteo Lovato,0,0.24,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,36.4,42.9,85.0,1.67,42.9,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.67,1.67,2.86,58.3,1.19,1.19,0.48,0.71,1.43,3.33,3.81,0.48,52.9,30.7,113.1,69.3,0.24,0.0,0.0,0.71,0.48,33.8,0.24,0.0,0.0,0.48,0.48,0.0,2.14,1.43,60.0
1467,33,5,5,426,4.7,Dejan Lovren,0,2.13,0.21,10.0,0.0,0.0,13.2,0.21,0.0,0.0,68.5,76.4,89.7,6.17,76.4,68.5,0.0,0.21,0.0,1.28,0.64,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.06,1.28,1.91,66.7,0.64,0.85,0.43,0.43,1.49,2.77,3.62,0.0,87.2,66.8,396.2,218.5,1.06,1.49,0.0,0.21,0.0,63.6,0.0,0.21,0.0,0.85,0.85,0.0,4.04,1.49,73.1
1468,24,20,12,1048,11.6,Sandi Lovri?,2,3.1,0.43,13.9,0.06,0.4,22.6,0.17,0.0,0.0,34.4,43.1,79.8,5.09,43.1,34.4,0.09,1.81,1.12,3.53,2.41,0.43,0.26,0.26,0.09,0.09,0.34,0.26,0.0,0.09,0.0,0.0,0.0,2.07,0.86,1.21,1.81,66.7,0.6,0.69,0.0,0.69,0.69,2.76,1.12,0.0,56.6,34.5,179.1,76.6,1.64,1.72,0.43,2.41,0.86,38.2,4.22,0.17,0.0,1.38,1.03,0.09,0.17,0.43,28.6
1469,28,2,0,12,0.1,Jamal Lowe,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,50.0,10.0,40.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,29,19,12,1139,12.7,Anthony Lozano,0,1.73,0.47,27.3,0.0,0.0,17.0,0.0,0.0,0.0,12.0,17.6,68.2,1.81,17.6,12.0,0.0,0.55,0.39,1.73,1.02,0.0,0.39,0.24,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.24,0.16,0.0,0.16,0.0,0.16,0.63,0.08,0.55,0.24,0.47,1.34,0.0,29.8,18.8,106.1,42.4,1.34,0.87,0.55,3.86,2.2,24.0,2.83,0.24,0.0,2.52,2.13,0.47,3.7,4.8,43.5
1471,27,20,11,981,10.9,Hirving Lozano,3,2.75,0.92,33.3,0.07,0.2,18.0,0.0,0.09,0.09,23.1,31.1,74.3,3.21,31.1,23.1,0.28,1.74,2.29,3.39,2.75,0.0,0.28,0.18,0.18,0.0,0.64,0.64,0.0,0.0,0.0,0.0,0.0,1.01,0.55,0.46,0.73,62.5,0.28,1.65,0.0,1.65,0.37,1.38,0.46,0.0,43.3,30.7,200.3,120.3,4.68,1.28,1.01,2.66,0.73,33.1,11.0,0.18,0.0,1.74,1.93,0.18,0.37,0.55,40.0
1472,23,4,0,17,0.2,Pol Lozano,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,62.5,0.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,60.0,35.0,145.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,50.0
1473,24,6,3,291,3.2,Jean Lucas,0,1.56,0.94,60.0,0.0,0.0,18.3,0.0,0.0,0.0,41.9,48.1,87.0,6.25,48.1,41.9,0.0,0.94,0.31,1.56,1.25,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,1.56,1.88,3.75,50.0,1.88,0.63,0.31,0.31,1.25,4.06,0.63,0.0,59.7,45.9,302.5,124.4,1.56,1.88,0.31,0.94,0.31,39.1,1.88,0.0,0.0,1.25,1.25,0.31,0.31,2.19,12.5
1474,24,18,18,1550,17.2,Jhon Lucumí,0,0.35,0.12,33.3,0.0,0.0,11.7,0.0,0.0,0.0,46.6,54.1,86.1,2.56,54.1,46.6,0.06,0.23,0.29,0.7,0.58,0.0,0.0,0.06,0.0,0.06,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.03,1.4,0.99,1.57,63.0,0.58,1.22,0.81,0.41,1.34,3.37,3.72,0.0,64.7,35.3,186.9,105.6,0.87,0.41,0.12,0.47,0.29,39.5,0.17,0.29,0.0,0.87,0.52,0.0,1.57,0.87,64.3
1475,27,17,17,1483,16.5,José Luis Gayà,1,0.79,0.36,46.2,0.08,0.17,26.2,0.12,0.0,0.06,48.1,63.5,75.8,4.48,63.5,48.1,0.12,2.24,1.45,3.64,2.36,0.73,0.24,0.18,0.12,0.0,0.3,0.12,0.06,0.0,0.06,0.06,0.0,2.55,1.52,1.45,2.18,66.7,0.73,1.09,0.42,0.67,0.85,3.39,1.58,0.0,71.8,36.4,190.5,121.2,2.79,2.55,0.18,0.67,0.24,41.7,6.36,0.18,0.0,0.48,0.67,0.36,0.97,0.48,66.7
1476,35,19,4,591,6.6,José Luis Morales,1,2.58,1.52,58.8,0.06,0.1,15.6,0.0,0.0,0.0,13.2,20.6,64.0,0.91,20.6,13.2,0.0,0.45,0.61,2.27,1.36,0.0,0.61,0.15,0.15,0.0,0.3,0.15,0.0,0.0,0.15,0.0,0.0,0.45,0.3,0.45,0.91,50.0,0.45,1.36,0.15,1.21,0.3,0.76,0.3,0.0,32.7,16.7,128.5,57.3,3.18,2.27,1.67,1.82,1.21,22.0,6.82,0.15,0.0,0.45,0.61,0.3,0.91,1.21,42.9
1477,33,6,5,392,4.4,José Luis Palomino,1,0.68,0.45,66.7,0.33,0.5,10.6,0.0,0.0,0.0,48.9,60.7,80.5,3.41,60.7,48.9,0.0,0.45,0.45,0.91,0.68,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.05,0.68,1.14,1.59,71.4,0.45,0.68,0.45,0.23,3.86,5.91,2.95,0.0,72.0,35.2,153.4,68.6,0.45,0.0,0.23,0.45,0.23,40.2,0.45,0.0,0.0,0.91,0.91,0.0,2.95,2.05,59.1
